titulo,autores,anio,revista,doi,bloque,consulta,fuente_api,resumen
Determination of potency of heparin active pharmaceutical ingredient by near infrared reflectance spectroscopy,"Sun, Chunxiao; Zang, Hengchang; Liu, Xiumei; Dong, Qin; Li, Lian; Wang, Fengshan; Sui, Linyan",2010,Journal of Pharmaceutical and Biomedical Analysis,10.1016/j.jpba.2009.11.022,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Curbilene From edible plant to cosmetics ingredient,,2010,Fitoterapia,10.1016/s0367-326x(09)00292-5,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Safety assessment of a novel ingredient for removable chewing gum,"Farber, T.M.; Clewell, A.E.; Endres, J.R.; Hauswirth, J.; Van Gemert, M.; Schauss, A.G.; Sheane, C.A.",2010,Food and Chemical Toxicology,10.1016/j.fct.2009.12.017,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
The Economics of Voluntary Traceability in Multi‐Ingredient Food Chains,"Souza‐Monteiro, Diogo M.; Caswell, Julie A.",2010,Agribusiness,10.1002/agr.20233,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," Abstract  The consumption of multi‐ingredient foods is increasing across the globe. Traceability can be used as a tool to gather information about and manage food safety risks associated with these types of products. The authors investigate the choice of voluntary traceability in three‐tiered multi‐ingredient food supply chains. They propose a framework based on vertical control and agency theory to model three dimensions of traceability systems: depth, breadth, and precision. Their analysis has three main results. First, full traceability is feasible as long as there are net benefits to a downstream firm that demands traceability across all ingredients. Second, horizontal network externalities are positive because an increase in the level of traceability in one ingredient requires a similar increase in others. Finally, vertical network effects will be positive insofar as willingness to pay and probabilities of food safety hazards increase. [EconLit Classification: Q130, L140]. © 2010 Wiley Periodicals, Inc. "
The Effect of Nanometer Accessory Ingredient on the Function of Water Paint,"Ying, Peng Zhan; Fu, Hong; Jia, Liang Ju; Yu, Lei; Chen, Dong Yong",2010,Advanced Materials Research,10.4028/www.scientific.net/amr.92.277,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," The addition of nanometer accessory ingredient in the paint to improve the function of the traditional paint has been the hot topic in the field of anticorrosive paint research. In this paper, three kinds of water nanometer accessory ingredients including anti-abrasive cleaner, hydrophobing agent and anti-aging agent has been added into the paint to combine the nanometer denaturizing paint. The functions of nanometer denaturizing paint such as shellac’s adhesive force, resistance to water, resistance to alkali , and hydrophobic property were measured to evaluate the effect of the accessory ingredint according to the related test standard. It was found that the type and the quantity of nanometer accessory ingredient can effectively modify the function of the water paint. Finally, the optimum parameters were obtained. "
Effect of lyophilized water extracts of Melissa officinalis on the stability of algae and linseed oil-in-water emulsion to be used as a functional ingredient in meat products,"de Ciriano, Mikel García-Iñiguez; Rehecho, Sheyla; Calvo, Maria Isabel; Cavero, Rita Yolanda; Navarro, Íñigo; Astiasarán, Iciar; Ansorena, Diana",2010,Meat Science,10.1016/j.meatsci.2010.01.007,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"Anti-diabetic effects of globin digest and its active ingredient Leu-Ser-Glu-Leu in ICR mice, streptozotocin-induced diabetic mice and KK-Ay mice","Nakaoka, Fumiko; Sasakawa, Yuka; Yamamoto, Kaori; Nakao, Mayumi; Nakamura, Miki; Tong, Chunning; Fukuhama, Chizuko; Kagawa, Kyoichi",2010,Life Sciences,10.1016/j.lfs.2010.01.014,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
A review and assessment of menthol employed as a cigarette flavoring ingredient,"Heck, J. Daniel",2010,Food and Chemical Toxicology,10.1016/j.fct.2009.11.002,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"Evaluation of Glycerol from Biodiesel Production as a Feed Ingredient for Channel Catfish,<i>Ictalurus punctatus</i>","Li, Menghe H.; Minchew, Charles D.; Oberle, Daniel F.; Robinson, Edwin H.",2010,Journal of the World Aquaculture Society,10.1111/j.1749-7345.2009.00320.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
When Is a “Generic” Medication Not Really a Generic?: Confusion About Medication Products Containing the Same Active Ingredient,"Howland, Robert H.",2010,Journal of Psychosocial Nursing and Mental Health Services,10.3928/02793695-20100108-04,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," 
            The distinction between pharmaceutical
             equivalent 
            and pharmaceutical
             alternative 
            drug products can lead to considerable confusion, especially with the proliferation of various branded, alternative, and generic medications that contain the same active ingredient. To illustrate this problem, four examples of medication products containing the active ingredients paroxetine, venlafaxine, bupropion, and valproate will be described. Understanding these differences is important for nurses providing patient care. Only generic drugs can be freely substituted for a brand-name product. Switching to a pharmaceutical alternative requires a change in prescription. Finally, the use, labeling, and cost of branded, alternative, and generic medications may be different.
           "
"An optical, electrical and ultrasonic layered single sensor for ingredient measurement in liquid","Kimoto, A; Kitajima, T",2010,Measurement Science and Technology,10.1088/0957-0233/21/3/035204,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Resistant starch as functional ingredient: A review,"Fuentes-Zaragoza, E.; Riquelme-Navarrete, M.J.; Sánchez-Zapata, E.; Pérez-Álvarez, J.A.",2010,Food Research International,10.1016/j.foodres.2010.02.004,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
The use of topically dissolved oxygen as a pluripotent raw material ingredient for medical aesthetic products,,2010,Journal of the American Academy of Dermatology,10.1016/j.jaad.2009.11.120,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Preparation of Bakery Products by Incorporating Pea Flour as a Functional Ingredient,"Kamaljit, K.; Baljeet, S.; Amarjeet, K.",2010,American Journal of Food Technology,10.3923/ajft.2010.130.135,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Potential of African pear (<i>Dacryodes edulis</i>) as an ingredient in plantain‐based composite cookies,"Faramade Osundahunsi, Oluwatooyin; Titilope Seidu, Kudirat; Victoria Oyerinde, Olubukola",2010,Nutrition &amp; Food Science,10.1108/00346651011015908,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,"  Purpose  The purpose of this paper is to explore the level of substitution of margarine with African pear that will be acceptable to consumers.    Design/methodology/approach  A recipe for cookies is modified by replacing margarine with African pear. Plantain composite flour is also used. Physical parameters and proximate composition are determined using standard methods. Sensory evaluation is carried out using sensory panelists.    Findings  The moisture content of the cookies ranges from 2.09 to 4.10 per cent, fat content and ash contents range from 21.40 to 22.90 per cent and 2.14 to 2.77 per cent, respectively. The ash content is higher than the value 1.43 per cent recorded for cookies made from 100 per cent margarine. The average value for energy 487 kcal/100 g will meet the recommended daily dietary allowance. There is no significant difference on the average weight, thickness, volume and density of the cookies made from 25 to 100 per cent African pear with either 25 or 50 per cent ripe/unripe plantain flour. Average weight, thickness, volume and density are 5.60 g, 058 mm, 9.72 cm 3 , and 0.574 g/cm 3 , respectively. Sensory evaluation reveals that composite flour at 25‐100 per cent with either ripe or unripe plantain shows significant difference ( p  &lt; 0.05) in taste and overall acceptability. At 50 per cent unripe or ripe plantain composite flour, there is no significant difference in attributes except flavour.    Research limitations/implications  Up to 50 per "
"Methods for the characterisation of breadcrumb, an important ingredient of stuffed pasta","Lucisano, Mara; Cappa, Carola; Fongaro, Lorenzo; Mariotti, Manuela",2010,Journal of Cereal Science,10.1016/j.jcs.2010.02.006,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
ANALYTICAL METHOD FOR 1-METHYL-4-AMINO-PIPERAZINE IN AN ACTIVE PHARMACEUTICAL INGREDIENT USING CHEMICAL DERIVATIZATION AND HPLC-UV,"Patel, Jyoti; Loeser, Eric; Kircher, Rudy; Marrepalli, Hanumantha Rao; Fazio, Steven; Drinkwater, Donald; Drumm, Patrick",2010,Journal of Liquid Chromatography &amp; Related Technologies,10.1080/10826071003608959,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Ingredient Consistency of Commercially Available Polyphenol and Tocopherol Nutraceuticals,"Remsberg, Connie M.; Good, Renee L.; Davies, Neal M.",2010,Pharmaceutics,10.3390/pharmaceutics2010050,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," Label claims of vitamin E succinate and polyphenolic nutraceuticals are assessed. A validated HPLC method was utilized to assess vitamin E succinate products. Three novel LC/MS methods were used to assess the polyphenols, pterostilbene, phloretin, and myricetin, in dietary supplements. The amount of vitamin E succinate varied from 0-130% of the stated label content with two products containing vitamin E acetate rather than vitamin E succinate. Expected polyphenols were found in 7 of the 8 supplement products. None of the polyphenol supplements contained content within 100-120% of label claims. The present study indicates a lack of uniformity in nutraceutical products. "
